STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 13:15,FM-15,CLR:00,10,,99,81.0,75,47.0,11,260,17,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 13:35,FM-15,CLR:00,10,,99,81.0,75,47.0,11,VRB,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 13:55,FM-15,CLR:00,10,,99,81.0,75,47.0,7,270,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 14:15,FM-15,CLR:00,10,,99,80.0,73,44.0,9,VRB,16,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 14:35,FM-15,CLR:00,10,,100,82.0,75,45.0,10,250,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 14:55,FM-15,CLR:00,10,,100,80.0,73,42.0,7,240,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 15:15,FM-15,CLR:00,10,,100,80.0,73,42.0,9,VRB,17,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 15:35,FM-15,CLR:00,10,,100,80.0,73,42.0,14,260,,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 15:55,FM-15,CLR:00,10,,100,80.0,73,42.0,7,230,,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 16:15,FM-15,CLR:00,10,,99,80.0,73,44.0,9,VRB,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 16:35,FM-15,CLR:00,10,,99,80.0,73,44.0,5,240,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 16:55,FM-15,CLR:00,10,,99,80.0,73,44.0,6,240,,29.97
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 17:15,FM-15,CLR:00,10,,97,80.0,73,47.0,5,240,,29.97
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 17:35,FM-15,CLR:00,10,,97,81.0,75,50.0,0,0,,29.97
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 17:55,FM-15,CLR:00,10,,95,82.0,77,56.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 18:15,FM-15,CLR:00,10,,93,81.0,77,59.0,0,0,,29.97
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 18:35,FM-15,CLR:00,10,,93,81.0,77,59.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 18:55,FM-15,CLR:00,10,,91,81.0,77,63.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 19:15,FM-15,CLR:00,10,,91,81.0,77,63.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 19:35,FM-15,CLR:00,10,,91,80.0,75,59.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 19:55,FM-15,CLR:00,10,,90,79.0,75,63.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 20:15,FM-15,CLR:00,10,,90,81.0,77,66.0,0,0,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 20:35,FM-15,CLR:00,10,,90,81.0,77,66.0,0,0,,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 20:55,FM-15,CLR:00,10,,90,81.0,77,66.0,0,0,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 21:15,FM-15,CLR:00,10,,90,79.0,75,63.0,0,0,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 21:35,FM-15,CLR:00,10,,88,79.0,75,66.0,0,0,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 21:55,FM-15,CLR:00,10,,88,79.0,75,66.0,3,240,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 22:15,FM-15,CLR:00,10,,88,79.0,75,66.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 22:35,FM-15,CLR:00,10,,88,79.0,75,66.0,3,240,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 22:55,FM-15,CLR:00,10,,88,79.0,75,66.0,3,230,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 23:15,FM-15,CLR:00,10,,86,78.0,75,70.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 23:35,FM-15,CLR:00,10,,86,78.0,75,70.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/13/2017 23:55,FM-15,CLR:00,10,,84,78.0,75,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 0:15,FM-15,CLR:00,10,,84,78.0,75,74.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 0:35,FM-15,CLR:00,10,,84,78.0,75,74.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 0:55,FM-15,CLR:00,10,,84,78.0,75,74.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 1:15,FM-15,CLR:00,10,,82,77.0,75,79.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 1:35,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 1:55,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 2:15,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 2:35,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 2:55,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 3:15,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 3:35,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 3:55,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 4:15,FM-15,CLR:00,10,,82,76.0,73,74.0,3,240,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 4:35,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 4:55,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 5:15,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 5:35,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 5:55,FM-15,CLR:00,10,,81,77.0,75,84.0,3,240,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 6:15,FM-15,CLR:00,10,,81,77.0,75,84.0,0,0,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 6:35,FM-15,CLR:00,10,,82,77.0,75,79.0,5,240,,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 6:55,FM-15,CLR:00,10,,82,77.0,75,79.0,5,250,,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 7:15,FM-15,CLR:00,10,,82,77.0,75,79.0,3,250,,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 7:35,FM-15,CLR:00,10,,82,77.0,75,79.0,6,240,,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 7:55,FM-15,CLR:00,10,,84,78.0,75,74.0,8,230,,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 8:15,FM-15,CLR:00,10,,84,78.0,75,74.0,7,250,,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 8:35,FM-15,CLR:00,10,,88,79.0,75,66.0,7,260,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 8:55,FM-15,CLR:00,10,,90,79.0,75,63.0,6,250,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 9:15,FM-15,CLR:00,10,,90,79.0,75,63.0,10,240,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 9:35,FM-15,CLR:00,10,,90,79.0,75,63.0,6,270,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 9:55,FM-15,CLR:00,10,,91,80.0,75,59.0,7,240,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 10:15,FM-15,CLR:00,10,,93,80.0,75,56.0,3,250,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 10:35,FM-15,CLR:00,10,,93,80.0,75,56.0,5,260,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 10:55,FM-15,CLR:00,10,,95,80.0,75,53.0,10,260,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 11:15,FM-15,CLR:00,10,,97,81.0,75,50.0,0,0,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 11:35,FM-15,CLR:00,10,,97,81.0,75,50.0,9,280,,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 11:55,FM-15,CLR:00,10,,97,81.0,75,50.0,7,240,,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 12:15,FM-15,CLR:00,10,,99,81.0,75,47.0,9,290,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 12:35,FM-15,CLR:00,10,,99,81.0,75,47.0,9,290,,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 12:55,FM-15,CLR:00,10,,99,81.0,75,47.0,7,270,,29.97
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 13:15,FM-15,CLR:00,10,,99,81.0,75,47.0,5,280,16,29.96
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 13:35,FM-15,CLR:00,10,,100,82.0,75,45.0,5,240,,29.95
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 13:55,FM-15,CLR:00,10,,100,80.0,73,42.0,6,260,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 14:15,FM-15,CLR:00,10,,100,80.0,73,42.0,9,VRB,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 14:35,FM-15,CLR:00,10,,100,80.0,73,42.0,9,260,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 14:55,FM-15,CLR:00,10,,100,80.0,72,40.0,6,220,16,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 15:15,FM-15,CLR:00,10,,100,80.0,72,40.0,10,VRB,16,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 15:35,FM-15,CLR:00,10,,100,80.0,72,40.0,15,260,20,29.91
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 15:55,FM-15,CLR:00,10,,100,79.0,70,37.0,11,250,17,29.91
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 16:15,FM-15,CLR:00,10,,100,78.0,68,35.0,8,260,20,29.9
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 16:35,FM-15,CLR:00,10,,100,79.0,70,37.0,5,260,,29.89
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 16:55,FM-15,CLR:00,10,,100,79.0,70,37.0,10,270,,29.88
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 17:15,FM-15,CLR:00,10,,99,78.0,70,39.0,8,250,17,29.89
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 17:35,FM-15,CLR:00,10,,95,77.0,70,44.0,0,0,,29.89
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 17:55,FM-15,CLR:00,10,,95,79.0,72,47.0,7,270,,29.89
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 18:15,FM-15,CLR:00,10,,95,79.0,72,47.0,0,0,,29.9
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 18:35,FM-15,CLR:00,10,,93,79.0,73,53.0,10,280,18,29.9
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 18:55,FM-15,CLR:00,10,,93,79.0,73,53.0,7,290,16,29.9
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 19:15,FM-15,CLR:00,10,,91,78.0,73,56.0,6,280,,29.9
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 19:35,FM-15,CLR:00,10,,90,78.0,73,59.0,5,240,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 19:55,FM-15,CLR:00,10,,90,78.0,73,59.0,11,190,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 20:15,FM-15,CLR:00,10,,88,77.0,73,62.0,7,240,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 20:35,FM-15,CLR:00,10,,86,77.0,73,66.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 20:55,FM-15,CLR:00,10,,84,76.0,73,70.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 21:15,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 21:35,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,29.95
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 21:55,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 22:15,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 22:35,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,29.95
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 22:55,FM-15,CLR:00,10,,82,76.0,73,74.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 23:15,FM-15,CLR:00,10,,82,76.0,73,74.0,3,180,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 23:35,FM-15,CLR:00,10,,82,76.0,73,74.0,8,190,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/14/2017 23:55,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 0:15,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 0:35,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,29.91
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 0:55,FM-15,CLR:00,10,,81,75.0,73,79.0,6,200,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 1:15,FM-15,CLR:00,10,,81,75.0,73,79.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 1:35,FM-15,CLR:00,10,,79,75.0,73,84.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 1:55,FM-15,CLR:00,10,,79,76.0,75,89.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 2:15,FM-15,CLR:00,10,,79,76.0,75,89.0,9,240,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 2:35,FM-15,CLR:00,10,,79,76.0,75,89.0,5,210,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 2:55,FM-15,SCT:04 100,10,,79,76.0,75,89.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 3:15,FM-15,SCT:04 100,10,,79,76.0,75,89.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 3:35,FM-15,SCT:04 85,10,,79,76.0,75,89.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 3:55,FM-15,SCT:04 75 SCT:04 95,10,,79,76.0,75,89.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 4:15,FM-15,SCT:04 9 SCT:04 25 SCT:04 95,4,,77,76.0,75,94.0,0,0,,29.91
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 4:35,FM-15,CLR:00,10,,77,76.0,75,94.0,0,0,,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 4:55,FM-15,CLR:00,7,,77,76.0,75,94.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 5:15,FM-15,CLR:00,5,,75,75.0,75,100.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 5:35,FM-15,CLR:00,4,,75,75.0,75,100.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 5:55,FM-15,CLR:00,10,,77,76.0,75,94.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 6:15,FM-15,CLR:00,10,,79,78.0,77,94.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 6:35,FM-15,CLR:00,10,,79,79.0,79,100.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 6:55,FM-15,CLR:00,10,,79,79.0,79,100.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 7:15,FM-15,CLR:00,10,,79,79.0,79,100.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 7:35,FM-15,CLR:00,10,,79,79.0,79,100.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 7:55,FM-15,CLR:00,10,,81,80.0,79,94.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 8:15,FM-15,CLR:00,10,,81,80.0,79,94.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 8:35,FM-15,CLR:00,10,,81,80.0,79,94.0,0,0,,29.95
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 8:55,FM-15,CLR:00,10,,82,78.0,77,84.0,0,0,,29.95
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 9:15,FM-15,CLR:00,10,,84,80.0,79,84.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 9:35,FM-15,CLR:00,10,,86,81.0,79,79.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 9:55,FM-15,CLR:00,10,,88,79.0,75,66.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 10:15,FM-15,CLR:00,10,,90,79.0,75,63.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 10:35,FM-15,CLR:00,10,,91,79.0,75,59.0,0,0,,29.94
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 10:55,FM-15,CLR:00,10,,91,78.0,73,56.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 11:15,FM-15,CLR:00,10,,90,79.0,75,63.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 11:35,FM-15,CLR:00,10,,90,79.0,75,63.0,0,0,,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,7/15/2017 11:55,FM-15,CLR:00,10,,90,79.0,75,63.0,0,0,,29.92
